,Alloy,Condition,HV,Ref,Ref_sec,Keep_y_or_n,DOI,DOI_sec
312,Al0.206Co0.159Cr0.159Cu0.159Fe0.159Ni0.159,AC,475.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
313,Al0.206Co0.159Cr0.159Cu0.159Fe0.159Ni0.159,AC,476.0,1,32.0,y,https://doi.org/10.1016/j.dib.2018.11.111,10.3166/acsm.31.633-648
314,Al0.208Co0.208Cu0.208Fe0.208Ni0.167,AC,420.0,8,263.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jmst.2018.12.014
315,Al0.208Cr0.208Cu0.208Fe0.208Ni0.167,AC,486.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
316,Al0.208Cr0.208Cu0.208Fe0.208Ni0.167,HM,486.0,8,32.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2011.11.063
317,Al0.208Cr0.208Fe0.208Mo0.167Ni0.208,AC,854.0,8,19.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2013.03.253
318,Al0.208Cr0.208Fe0.208Ni0.208Mo0.167,AC,854.0,1,31.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2013.03.253
319,Al0.208Cr0.208Fe0.208Ni0.208Mo0.167,AC,853.0,6,217.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1007/s11837-014-1066-0
320,Al0.211Cr0.211Fe0.211Mo0.105Ni0.211Ti0.053,AC,712.0,8,264.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1088/0256-307X/35/3/036102
321,Al0.213Co0.213Cr0.150Fe0.213Ni0.213,AC,510.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
322,Al0.213Co0.213Cr0.213Fe0.150Ni0.213,AC,558.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
323,Al0.213Co0.213Cr0.213Fe0.213Ni0.150,AC,555.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
324,Al0.217Cr0.217Cu0.217Fe0.217Ni0.130,AC,494.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
325,Al0.217Cr0.217Cu0.217Fe0.217Ni0.130,AC,496.0,1,45.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.msea.2011.11.063
326,Al0.217Cr0.217Cu0.217Fe0.217Ni0.130,HM,496.0,8,32.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.msea.2011.11.063
327,Al0.222Co0.111Cu0.222Fe0.222Ni0.222,AC,545.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
328,Al0.222Co0.222Cr0.222Cu0.111Fe0.222,AC,639.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
329,Al0.222Co0.222Cr0.222Fe0.222Mo0.111,AC,857.0,1,23.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.intermet.2012.09.008
330,Al0.222Co0.222Cu0.111Fe0.222Ni0.222,AC,584.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
331,Al0.222Co0.222Cu0.222Fe0.222Ni0.111,AC,430.9,8,263.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jmst.2018.12.014
332,Al0.222Cr0.222Cu0.111Fe0.222Ni0.222,AC,534.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
333,Al0.222Cr0.222Fe0.222Mo0.111Ni0.222,AC,622.0,8,19.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2013.03.253
334,Al0.222Cr0.222Fe0.222Mo0.111Ni0.222,AC,623.7,8,264.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1088/0256-307X/35/3/036102
335,Al0.222Cr0.222Fe0.222Ni0.222Mo0.111,AC,621.0,6,217.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1007/s11837-014-1066-0
336,Al0.222Cr0.222Fe0.222Ni0.222Mo0.111,AC,622.0,1,31.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2013.03.253
337,Al0.225Co0.100Cr0.225Fe0.225Ni0.225,AC,539.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
338,Al0.225Co0.225Cr0.100Fe0.225Ni0.225,AC,476.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
339,Al0.225Co0.225Cr0.225Fe0.100Ni0.225,AC,587.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
340,Al0.225Co0.225Cr0.225Fe0.225Ni0.100,AC,548.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
341,Al0.225Cu0.200Fe0.150Ni0.200Ti0.225,AC,516.0,1,48.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.apsusc.2015.07.207
342,Al0.230Co0.150Cr0.230Cu0.080Fe0.150Ni0.160,AC,580.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
343,Al0.231Co0.154Cr0.154Cu0.154Fe0.154Ni0.154,AC,510.0,2,,n,https://doi.org/10.1016/j.actamat.2019.03.010,
344,Al0.231Co0.154Cr0.154Cu0.154Fe0.154Ni0.154,AC,498.0,8,149.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.vacuum.2018.12.009
345,Al0.231Co0.192Cr0.192Fe0.192Ni0.192,AC,479.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
346,Al0.231Cr0.154Cu0.154Fe0.154Ni0.308,AC,546.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
347,Al0.238Co0.048Cu0.238Fe0.238Ni0.238,AC,531.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
348,Al0.238Co0.050Cr0.238Fe0.238Ni0.238,AC,550.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
349,Al0.238Co0.190Cr0.190Fe0.190Ni0.190,AC,487.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
350,Al0.238Co0.190Cr0.190Fe0.190Ni0.190,HM,499.0,1,7.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2009.08.090
351,Al0.238Co0.190Cr0.190Fe0.190Ni0.190,HM,487.0,8,54.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2009.08.090
352,Al0.238Co0.238Cr0.050Fe0.238Ni0.238,AC,438.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
353,Al0.238Co0.238Cr0.238Fe0.050Ni0.238,AC,665.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
354,Al0.238Co0.238Cr0.238Fe0.238Ni0.050,AC,615.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
355,Al0.238Cr0.238Fe0.238Mo0.048Ni0.238,AC,549.0,8,19.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2013.03.253
356,Al0.238Cr0.238Fe0.238Ni0.238Mo0.048,AC,549.0,1,31.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2013.03.253
357,Al0.238Cr0.238Fe0.238Ni0.238Mo0.048,AC,548.0,6,217.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1007/s11837-014-1066-0
358,Al0.238Fe0.307Mn0.277Ni0.149Ti0.030,AC,500.0,8,121.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1155/2019/2157592
359,Al0.238Fe0.307Mn0.277Ni0.149Ti0.030,HM,495.0,8,121.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1155/2019/2157592
360,Al0.238Fe0.307Mn0.277Ni0.149Ti0.030,HM,490.0,8,121.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1155/2019/2157592
361,Al0.242Cr0.152Cu0.152Fe0.152Ni0.303,AC,550.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
362,Al0.243Fe0.314Mn0.283Ni0.152Ti0.008,AC,330.0,8,121.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1155/2019/2157592
363,Al0.243Fe0.314Mn0.283Ni0.152Ti0.008,HM,410.0,8,121.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1155/2019/2157592
364,Al0.243Fe0.314Mn0.283Ni0.152Ti0.008,HM,330.0,8,121.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1155/2019/2157592
365,Al0.245Co0.189Cr0.189Cu0.189Fe0.189,AC,476.0,8,20.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3166/acsm.31.633-648
366,Al0.245Fe0.316Mn0.286Ni0.153,AC,310.0,8,121.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1155/2019/2157592
367,Al0.245Fe0.316Mn0.286Ni0.153,HM,340.0,8,121.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1155/2019/2157592
368,Al0.245Fe0.316Mn0.286Ni0.153,HM,330.0,8,121.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1155/2019/2157592
369,Al0.250Co0.167Cr0.167Cu0.083Fe0.167Ni0.167,AC,602.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
370,Al0.250Co0.167Cr0.167Fe0.167Mo0.083Ni0.167,AC,655.0,1,8.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://link.springer.com/article/10.1007/s11837-013-0753-6
371,Al0.250Co0.167Cr0.167Fe0.167Ni0.167Ti0.083,AC,641.7,8,224.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2019.07.100
372,Al0.250Co0.250Cr0.250Fe0.250,AC,720.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
373,Al0.250Co0.250Cr0.250Ni0.250,AC,712.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
374,Al0.250Co0.250Cr0.250Ni0.250,AC,1183.0,8,142.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2018.11.057
375,Al0.250Co0.250Fe0.250Ni0.250,AC,430.0,2,,n,https://doi.org/10.1016/j.actamat.2019.03.010,
376,Al0.250Co0.250Fe0.250Ni0.250,AC,456.0,1,4.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jmmm.2014.07.023
377,Al0.250Co0.250Ni0.250Fe0.250,PM,865.0,6,36.0,n,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.msea.2014.09.077
378,Al0.250Co0.250Ni0.250Fe0.250,PM,667.0,6,36.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.msea.2014.09.077
379,Al0.250Co0.250Ni0.250Ti0.250,PM,672.0,8,209.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2019.02.083
380,Al0.250Cr0.250Fe0.250Ni0.250,AC,472.0,1,31.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2013.03.253
381,Al0.250Cu0.250Ni0.250Ti0.250,AC,537.0,1,48.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.apsusc.2015.07.207
382,Al0.250Fe0.250Ni0.250Ti0.250,PM,666.0,8,209.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2019.02.083
383,Al0.250Mo0.250Nb0.250Ti0.250,AC,509.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
384,Al0.250Nb0.250Ta0.250Ti0.250,AC,458.0,8,265.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matdes.2018.06.003
385,Al0.250Nb0.250Ti0.250V0.250,AC,448.0,1,56.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.matlet.2014.11.162
386,Al0.250Nb0.250Ti0.250V0.250,HM,448.0,8,43.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.matlet.2014.11.162
387,Al0.250Nb0.250Ti0.250Zr0.250,AC,422.0,8,131.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1080/02670836.2018.1446267
388,Al0.250Nb0.250Ti0.250Zr0.250,HM,418.0,8,131.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1080/02670836.2018.1446267
389,Al0.250Nb0.250Ti0.250Zr0.250,,539.6,8,133.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1179/1743284715Y.0000000032
390,Al0.250Ni0.250Fe0.250Cr0.250,PM,552.0,6,45.0,y,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.jallcom.2015.04.238
391,Al0.250Ni0.250Fe0.250Cr0.250,PM,431.0,6,45.0,n,https://doi.org/10.1080/00325899.2019.1584454,https://doi.org/10.1016/j.jallcom.2015.04.238
392,Al0.265Co0.147Cr0.147Cu0.147Fe0.147Ni0.147,AC,558.0,2,,n,https://doi.org/10.1016/j.actamat.2019.03.010,
393,Al0.265Co0.147Cr0.147Cu0.147Fe0.147Ni0.147,AC,557.0,1,32.0,y,https://doi.org/10.1016/j.dib.2018.11.111,10.3166/acsm.31.633-648
394,Al0.265Cr0.147Cu0.147Fe0.147Ni0.294,AC,544.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
395,Al0.273Co0.182Cr0.182Cu0.182Fe0.182,AC,510.0,8,20.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3166/acsm.31.633-648
396,Al0.273Co0.182Cr0.182Fe0.182Ni0.182,AC,484.0,1,7.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2009.08.090
397,Al0.273Co0.182Cr0.182Fe0.182Ni0.182,HM,517.0,1,7.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2009.08.090
398,Al0.273Co0.182Cr0.182Fe0.182Ni0.182,AC,402.0,1,13.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2008.07.124
399,Al0.273Co0.182Cr0.182Fe0.182Ni0.182,HM,484.0,8,54.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2009.08.090
400,Al0.273Cr0.182Cu0.182Fe0.182Ni0.182,AC,573.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
401,Al0.273Mo0.182Nb0.182Ti0.182V0.182,AC,556.0,1,54.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.3390/e16020870
402,Al0.286Co0.143Cr0.143Cu0.143Fe0.143Ni0.143,AC,576.0,2,,n,https://doi.org/10.1016/j.actamat.2019.03.010,
403,Al0.286Co0.143Cr0.143Cu0.143Fe0.143Ni0.143,AC,567.0,1,32.0,y,https://doi.org/10.1016/j.dib.2018.11.111,10.3166/acsm.31.633-648
404,Al0.286Co0.143Cr0.143Cu0.143Fe0.143Ni0.143,AC,560.0,8,149.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.vacuum.2018.12.009
405,Al0.286Co0.143Cr0.143Fe0.143Ni0.143Ti0.143,AC,643.0,1,9.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.msea.2008.12.053
406,Al0.286Cr0.143Cu0.143Fe0.143Ni0.286,AC,567.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
407,Al0.290Co0.220Cr0.340Fe0.050Ni0.100,AC,699.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
408,Al0.300Co0.167Cr0.167Fe0.167Ni0.167Ti0.033,AC,605.5,8,224.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2019.07.100
409,Al0.306Cr0.139Cu0.139Fe0.139Ni0.278,AC,576.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
410,Al0.308Co0.154Cr0.154Cu0.077Fe0.154Ni0.154,AC,609.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
411,Al0.308Co0.154Cr0.154Fe0.154Mo0.077Ni0.154,AC,605.0,1,8.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://link.springer.com/article/10.1007/s11837-013-0753-6
412,Al0.310Co0.172Cr0.172Cu0.172Fe0.172,AC,557.0,8,20.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3166/acsm.31.633-648
413,Al0.311Co0.172Cr0.172Fe0.172Ni0.172,AC,482.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
414,Al0.315Co0.137Cr0.137Cu0.137Fe0.137Ni0.137,AC,603.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
415,Al0.330Co0.330Cr0.030Nb0.240W0.070,AC,1084.0,8,262.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1038/s41467-019-10533-1
416,Al0.333Co0.133Cr0.133Cu0.133Fe0.133Ni0.133,AC,624.0,1,32.0,y,https://doi.org/10.1016/j.dib.2018.11.111,10.3166/acsm.31.633-648
417,Al0.333Co0.167Cr0.167Cu0.167Fe0.167,AC,567.0,8,20.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3166/acsm.31.633-648
418,Al0.333Co0.167Cr0.167Fe0.167Ni0.167,AC,509.0,1,7.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2009.08.090
419,Al0.333Co0.167Cr0.167Fe0.167Ni0.167,HM,512.0,1,7.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2009.08.090
420,Al0.333Co0.167Cr0.167Fe0.167Ni0.167,AC,432.0,1,13.0,n,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2008.07.124
421,Al0.333Co0.167Cr0.167Fe0.167Ni0.167,HM,509.0,8,54.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2009.08.090
422,Al0.333Co0.167Cr0.167Fe0.167Ni0.167,AC,581.7,8,224.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.jallcom.2019.07.100
423,Al0.333Co0.167Cr0.167Fe0.167Ni0.167,AC,733.0,8,255.0,n,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.intermet.2012.03.005
424,Al0.333Cr0.133Cu0.133Fe0.133Ni0.267,AC,593.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
425,Al0.333Cr0.167Cu0.167Fe0.167Ni0.167,AC,651.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
426,Al0.334Co0.133Cr0.133Cu0.133Fe0.133Ni0.133,AC,625.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
427,Al0.340Co0.170Cr0.340Fe0.050Ni0.100,AC,699.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
428,Al0.359Co0.128Cr0.128Cu0.128Fe0.128Ni0.128,AC,655.0,2,,n,https://doi.org/10.1016/j.actamat.2019.03.010,
429,Al0.359Co0.128Cr0.128Cu0.128Fe0.128Ni0.128,AC,657.0,1,32.0,y,https://doi.org/10.1016/j.dib.2018.11.111,10.3166/acsm.31.633-648
430,Al0.360Co0.060Mo0.380Ni0.110W0.090,AC,725.0,8,262.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1038/s41467-019-10533-1
431,Al0.360Co0.100Cr0.310Cu0.060Fe0.090Ni0.080,AC,790.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
432,Al0.365Co0.159Cr0.159Cu0.159Fe0.159,AC,603.0,8,20.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3166/acsm.31.633-648
433,Al0.375Co0.125Cr0.125Cu0.125Fe0.125Ni0.125,AC,735.0,2,,n,https://doi.org/10.1016/j.actamat.2019.03.010,
434,Al0.375Co0.125Cr0.125Cu0.125Fe0.125Ni0.125,AC,644.0,1,32.0,y,https://doi.org/10.1016/j.dib.2018.11.111,10.3166/acsm.31.633-648
435,Al0.380Co0.110Cr0.060Cu0.090Fe0.310Ni0.050,AC,604.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
436,Al0.385Co0.154Cr0.154Cu0.154Fe0.154,AC,624.0,8,20.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3166/acsm.31.633-648
437,Al0.385Co0.154Cr0.154Fe0.154Ni0.154,AC,695.0,2,,n,https://doi.org/10.1016/j.actamat.2019.03.010,
438,Al0.385Co0.154Cr0.154Fe0.154Ni0.154,AC,487.0,1,13.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2008.07.124
439,Al0.390Co0.100Cr0.310Cu0.050Fe0.080Ni0.070,AC,802.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
440,Al0.400Co0.133Cr0.067Cu0.133Fe0.200Ni0.067,AC,768.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
441,Al0.400Co0.200Cr0.200Fe0.200,AC,775.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
442,Al0.412Co0.147Cr0.147Cu0.147Fe0.147,AC,657.0,8,20.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3166/acsm.31.633-648
443,Al0.420Co0.100Cr0.300Cu0.050Fe0.070Ni0.060,AC,783.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
444,Al0.429Co0.071Cr0.143Cu0.071Fe0.143Ni0.143,AC,694.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
445,Al0.429Co0.143Cr0.071Cu0.071Fe0.071Ni0.214,AC,591.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
446,Al0.429Co0.143Cr0.143Cu0.071Fe0.071Ni0.143,AC,720.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
447,Al0.429Co0.143Cr0.143Cu0.143Fe0.143,AC,644.0,8,20.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.3166/acsm.31.633-648
448,Al0.429Co0.143Cr0.143Fe0.143Ni0.143,AC,740.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
449,Al0.429Co0.143Cr0.143Fe0.143Ni0.143,AC,506.0,1,13.0,y,https://doi.org/10.1016/j.dib.2018.11.111,https://doi.org/10.1016/j.jallcom.2008.07.124
450,Al0.429Co0.214Cr0.071Cu0.071Fe0.071Ni0.143,AC,701.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
451,Al0.430Co0.060Cr0.330Cu0.060Fe0.060Ni0.060,AC,764.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
452,Al0.430Co0.140Cr0.210Cu0.050Fe0.120Ni0.050,AC,828.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
453,Al0.430Co0.150Cr0.170Cu0.050Fe0.140Ni0.060,AC,794.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
454,Al0.430Co0.170Cr0.150Fe0.140Ni0.110,AC,806.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
455,Al0.430Co0.180Cr0.200Fe0.120Ni0.070,AC,864.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
456,Al0.430Co0.180Cr0.240Fe0.100Ni0.050,AC,856.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
457,Al0.430Co0.190Cr0.190Fe0.110Ni0.080,AC,855.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
458,Al0.430Co0.190Cr0.240Fe0.080Ni0.060,AC,855.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
459,Al0.430Co0.200Cr0.190Fe0.090Ni0.090,AC,816.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
460,Al0.430Co0.200Cr0.210Fe0.090Ni0.070,AC,828.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
461,Al0.430Co0.200Cr0.220Fe0.080Ni0.070,AC,857.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
462,Al0.430Co0.220Cr0.220Fe0.080Ni0.050,AC,882.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
463,Al0.430Co0.220Cr0.230Fe0.070Ni0.050,AC,883.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
464,Al0.430Co0.220Cr0.250Fe0.050Ni0.050,AC,848.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
465,Al0.430Co0.230Cr0.210Fe0.080Ni0.050,AC,863.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
466,Al0.430Co0.240Cr0.220Fe0.050Ni0.060,AC,875.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
467,Al0.430Co0.240Cr0.230Fe0.050Ni0.050,AC,868.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
468,Al0.430Co0.250Cr0.220Fe0.050Ni0.050,AC,865.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
469,Al0.430Co0.290Cr0.180Fe0.050Ni0.050,AC,782.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
470,Al0.440Co0.140Cr0.220Cu0.050Fe0.090Ni0.060,AC,790.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
471,Al0.460Co0.140Cr0.230Cu0.050Fe0.070Ni0.050,AC,811.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
472,Al0.460Co0.210Cr0.180Cu0.050Fe0.050Ni0.050,AC,840.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
473,Al0.462Co0.154Cr0.077Cu0.077Fe0.154Ni0.077,AC,702.0,2,,y,https://doi.org/10.1016/j.actamat.2019.03.010,
474,Al0.470Co0.070Cr0.160Cu0.090Fe0.160Ni0.050,AC,749.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
475,Al0.470Co0.110Cr0.220Cu0.050Fe0.100Ni0.050,AC,797.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
476,Al0.470Co0.120Cr0.120Cu0.050Fe0.130Ni0.110,AC,811.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
477,Al0.470Co0.120Cr0.200Cu0.050Fe0.110Ni0.050,AC,843.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
478,Al0.470Co0.130Cr0.130Cu0.050Fe0.120Ni0.100,AC,799.0,8,163.0,y,https://doi.org/10.1038/s41597-020-00768-9,10.1016/j.actamat.2019.03.010
